"Product URL","Title","Description","Price","Sale Price","Categories","Tags","Visible","Hosted Image URLs"
"","","","17.49","","","","",""
"","","","17.49","","","","",""
"","","","17.49","","","","",""
"nut-bolt-pencil-organizer-48214","Nut & Bolt Pencil Organizer","<p><strong>Nut &amp; Bolt Pencil Organizer</strong> is a made-to-order PLA print based on the MakerWorld model <em>Nut &amp; bolt pencil organizer</em> by Julia Ebert.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Nut &amp; bolt pencil organizer by Julia Ebert (@JuliaEbert), MakerWorld model 48214, license BY-SA, source https://makerworld.com/en/models/48214-nut-bolt-pencil-organizer</p>","21.99","","/home-organization","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","21.99","","","","",""
"","","","21.99","","","","",""
"","","","21.99","","","","",""
"glass-tag-name-2155328","Glass Tag Name","<p><strong>Glass Tag Name</strong> is a made-to-order PLA print based on the MakerWorld model <em>Glass tag name</em> by Grzegorz.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Glass tag name by Grzegorz (@Strak), MakerWorld model 2155328, license BY-SA, source https://makerworld.com/en/models/2155328-glass-tag-name</p>","21.99","","/home-organization","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","21.99","","","","",""
"","","","21.99","","","","",""
"","","","21.99","","","","",""
"various-stepper-and-dc-motor-mounts-stands-1758858","Various Stepper and DC Motor Mounts/Stands","<p><strong>Various Stepper And DC Motor Mounts/Stands</strong> is a made-to-order PLA print based on the MakerWorld model <em>Various Stepper and DC Motor Mounts/Stands</em> by CW.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Various Stepper and DC Motor Mounts/Stands by CW (@drizztguen77), MakerWorld model 1758858, license BY, source https://makerworld.com/en/models/1758858-various-stepper-and-dc-motor-mounts-stands</p>","18.49","","/desk-office","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","18.49","","","","",""
"","","","18.49","","","","",""
"","","","18.49","","","","",""
"christmas-animal-decoration-424227","Christmas Animal Decoration","<p><strong>Christmas Animal Decoration</strong> is a made-to-order PLA print based on the MakerWorld model <em>Christmas animal decoration</em> by Cool Prints.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Christmas animal decoration by Cool Prints (@Cool_Prints), MakerWorld model 424227, license CC0, source https://makerworld.com/en/models/424227-christmas-animal-decoration</p>","15.99","","/holiday-seasonal","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","15.99","","","","",""
"","","","15.99","","","","",""
"","","","15.99","","","","",""
"funny-articulated-squid-414790","Funny Articulated Squid","<p><strong>Funny Articulated Squid</strong> is a made-to-order PLA print based on the MakerWorld model <em>funny articulated Squid</em> by winni118100.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: funny articulated Squid by winni118100 (@kwindolph), MakerWorld model 414790, license CC0, source https://makerworld.com/en/models/414790-funny-articulated-squid</p>","13.99","","/toys-figures","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","13.99","","","","",""
"","","","13.99","","","","",""
"","","","13.99","","","","",""
"pasta-charms-2178686","Pasta Charms","<p><strong>Pasta Charms</strong> is a made-to-order PLA print based on the MakerWorld model <em>Pasta Charms</em> by pellypalace.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Pasta Charms by pellypalace (@pellypalace), MakerWorld model 2178686, license BY, source https://makerworld.com/en/models/2178686-pasta-charms</p>","17.49","","/keychains-charms","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","17.49","","","","",""
"","","","17.49","","","","",""
"","","","17.49","","","","",""
"plinker-v2-0-bolt-action-blaster-410146","Plinker V2 0 (Bolt-Action Blaster)","<p><strong>Plinker V2 0 (Bolt-Action Blaster)</strong> is a made-to-order PLA print based on the MakerWorld model <em>Plinker v2.0 (Bolt-Action Blaster)</em> by BrewBoy.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Plinker v2.0 (Bolt-Action Blaster) by BrewBoy (@BrewBoyBlasters), MakerWorld model 410146, license BY, source https://makerworld.com/en/models/410146-plinker-v2-0-bolt-action-blaster</p>","18.49","","/toys-figures","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","18.49","","","","",""
"","","","18.49","","","","",""
"","","","18.49","","","","",""
"thick-cigarette-case-1749686","Thick Cigarette Case","<p><strong>Thick Cigarette Case</strong> is a made-to-order PLA print based on the MakerWorld model <em>粗支香烟盒</em> by 刘杰为.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: 粗支香烟盒 by 刘杰为 (@Liujiewei), MakerWorld model 1749686, license CC0, source https://makerworld.com/en/models/1749686-thick-cigarette-case</p>","19.99","","/general-3d-prints","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","19.99","","","","",""
"","","","19.99","","","","",""
"","","","19.99","","","","",""
"2-stroke-internal-combustion-engine-483878","2 Stroke Internal Combustion Engine","<p><strong>2 Stroke Internal Combustion Engine</strong> is a made-to-order PLA print based on the MakerWorld model <em>2 stroke internal combustion engine</em> by Francesco Ghezzi.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: 2 stroke internal combustion engine by Francesco Ghezzi (@ghezzz96), MakerWorld model 483878, license BY, source https://makerworld.com/en/models/483878-2-stroke-internal-combustion-engine</p>","14.49","","/decor-art","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","14.49","","","","",""
"","","","14.49","","","","",""
"","","","14.49","","","","",""
"magnet-flexi-lizard-52198","Magnet Flexi Lizard","<p><strong>Magnet Flexi Lizard</strong> is a made-to-order PLA print based on the MakerWorld model <em>magnet flexi lizard</em> by davidkelly021.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: magnet flexi lizard by davidkelly021 (@davidkelly021), MakerWorld model 52198, license BY-ND, source https://makerworld.com/en/models/52198-magnet-flexi-lizard</p>","17.49","","/toys-figures","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","17.49","","","","",""
"","","","17.49","","","","",""
"","","","17.49","","","","",""
"life-size-dobby-the-house-elf-646077","Life Size Dobby the House Elf","<p><strong>Life Size Dobby The House Elf</strong> is a made-to-order PLA print based on the MakerWorld model <em>Life Size Dobby the House Elf</em> by 3DogPrint.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Life Size Dobby the House Elf by 3DogPrint (@3dogprint), MakerWorld model 646077, license BY, source https://makerworld.com/en/models/646077-life-size-dobby-the-house-elf</p>","15.99","","/general-3d-prints","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","15.99","","","","",""
"","","","15.99","","","","",""
"","","","15.99","","","","",""
"witcher-wolf-medallion-1363760","Witcher Wolf Medallion","<p><strong>Witcher Wolf Medallion</strong> is a made-to-order PLA print based on the MakerWorld model <em>Witcher Wolf Medallion</em> by BarnesKMB.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Witcher Wolf Medallion by BarnesKMB (@barneskmb1), MakerWorld model 1363760, license BY-SA, source https://makerworld.com/en/models/1363760-witcher-wolf-medallion</p>","15.49","","/holiday-seasonal","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","15.49","","","","",""
"","","","15.49","","","","",""
"","","","15.49","","","","",""
"snap-on-business-card-holder-868219","Snap-On Business Card Holder","<p><strong>Snap-On Business Card Holder</strong> is a made-to-order PLA print based on the MakerWorld model <em>Snap-On Business Card Holder</em> by JakeSurprenant.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Snap-On Business Card Holder by JakeSurprenant (@Jakesurprenant), MakerWorld model 868219, license BY, source https://makerworld.com/en/models/868219-snap-on-business-card-holder</p>","14.49","","/home-organization","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","14.49","","","","",""
"","","","14.49","","","","",""
"","","","14.49","","","","",""
"love-keychain-love-you-love-me-2232609","Love Keychain Love You Love Me","<p><strong>Love Keychain Love You Love Me</strong> is a made-to-order PLA print based on the MakerWorld model <em>Love keychain Love You Love Me</em> by 3d_druk_love.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Love keychain Love You Love Me by 3d_druk_love (@3d_druk_love), MakerWorld model 2232609, license BY-SA, source https://makerworld.com/en/models/2232609-love-keychain-love-you-love-me</p>","14.49","","/keychains-charms","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","14.49","","","","",""
"","","","14.49","","","","",""
"","","","14.49","","","","",""
"charging-dock-shokz-openrun-751624","Charging Dock Shokz OpenRun","<p><strong>Charging Dock Shokz OpenRun</strong> is a made-to-order PLA print based on the MakerWorld model <em>Charging dock Shokz OpenRun</em> by Jakub Lattenberg.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Charging dock Shokz OpenRun by Jakub Lattenberg (@jll8), MakerWorld model 751624, license BY, source https://makerworld.com/en/models/751624-charging-dock-shokz-openrun</p>","25.99","","/desk-office","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","25.99","","","","",""
"","","","25.99","","","","",""
"","","","25.99","","","","",""
"christmas-tree-ornament-ball-in-pokeball-style-708397","Christmas Tree Ornament, Ball in Pokeball Style","<p><strong>Christmas Tree Ornament, Ball In Pokeball Style</strong> is a made-to-order PLA print based on the MakerWorld model <em>Christmas tree ornament, ball in Pokeball style</em> by Jakub Lattenberg.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Christmas tree ornament, ball in Pokeball style by Jakub Lattenberg (@jll8), MakerWorld model 708397, license BY, source https://makerworld.com/en/models/708397-christmas-tree-ornament-ball-in-pokeball-style</p>","9.99","","/holiday-seasonal","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","9.99","","","","",""
"","","","9.99","","","","",""
"","","","9.99","","","","",""
"death-star-christmas-ornament-with-led-129384","Death Star Christmas Ornament with LED","<p><strong>Death Star Christmas Ornament With LED</strong> is a made-to-order PLA print based on the MakerWorld model <em>Death Star Christmas Ornament with LED</em> by TimPrints.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Death Star Christmas Ornament with LED by TimPrints (@TimPrints), MakerWorld model 129384, license CC0, source https://makerworld.com/en/models/129384-death-star-christmas-ornament-with-led</p>","10.49","","/holiday-seasonal","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","10.49","","","","",""
"","","","10.49","","","","",""
"","","","10.49","","","","",""
"our-lady-the-miraculous-2265634","Our Lady the Miraculous","<p><strong>Our Lady The Miraculous</strong> is a made-to-order PLA print based on the MakerWorld model <em>Our lady the Miraculous</em> by Maelas.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Our lady the Miraculous by Maelas (@Maelas), MakerWorld model 2265634, license CC0, source https://makerworld.com/en/models/2265634-our-lady-the-miraculous</p>","17.49","","/general-3d-prints","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","17.49","","","","",""
"","","","17.49","","","","",""
"","","","17.49","","","","",""
"chair-tip-generator-internal-1190119","Chair Tip Generator - Internal","<p><strong>Chair Tip Generator - Internal</strong> is a made-to-order PLA print based on the MakerWorld model <em>Chair Tip Generator - Internal</em> by WardCons.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Chair Tip Generator - Internal by WardCons (@DuncanWardCons), MakerWorld model 1190119, license BY-SA, source https://makerworld.com/en/models/1190119-chair-tip-generator-internal</p>","13.99","","/general-3d-prints","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","13.99","","","","",""
"","","","13.99","","","","",""
"","","","13.99","","","","",""
"brazil-keychain-2364666","Brazil Keychain","<p><strong>Brazil Keychain</strong> is a made-to-order PLA print based on the MakerWorld model <em>Chaveiro Brasil</em> by ACTS.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Chaveiro Brasil by ACTS (@acts), MakerWorld model 2364666, license BY, source https://makerworld.com/en/models/2364666-brazil-keychain</p>","12.49","","/keychains-charms","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","12.49","","","","",""
"","","","12.49","","","","",""
"","","","12.49","","","","",""
"automotive-fuse-holder-for-insulated-terminal-2054410","Automotive Fuse Holder for Insulated Terminal","<p><strong>Automotive Fuse Holder For Insulated Terminal</strong> is a made-to-order PLA print based on the MakerWorld model <em>Porta Fusible Automotriz para Terminal Aislada</em> by wrenc.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Porta Fusible Automotriz para Terminal Aislada by wrenc (@wrenc), MakerWorld model 2054410, license CC0, source https://makerworld.com/en/models/2054410-automotive-fuse-holder-for-insulated-terminal</p>","21.49","","/home-organization","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","21.49","","","","",""
"","","","21.49","","","","",""
"","","","21.49","","","","",""
"spiral-snow-flake-christmas-tree-913491","Spiral Snow Flake Christmas Tree","<p><strong>Spiral Snow Flake Christmas Tree</strong> is a made-to-order PLA print based on the MakerWorld model <em>Spiral Snow Flake Christmas Tree</em> by aellenna.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Spiral Snow Flake Christmas Tree by aellenna (@aellenna), MakerWorld model 913491, license BY-SA, source https://makerworld.com/en/models/913491-spiral-snow-flake-christmas-tree</p>","21.99","","/holiday-seasonal","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","21.99","","","","",""
"","","","21.99","","","","",""
"","","","21.99","","","","",""
"gremlins-hd-1908144","Gremlins HD","<p><strong>Gremlins HD</strong> is a made-to-order PLA print based on the MakerWorld model <em>Gremlins HD</em> by lemeneur.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Gremlins HD by lemeneur (@lemeneur), MakerWorld model 1908144, license BY-SA, source https://makerworld.com/en/models/1908144-gremlins-hd</p>","21.49","","/general-3d-prints","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","21.49","","","","",""
"","","","21.49","","","","",""
"","","","21.49","","","","",""
"christmas-deer-874194","Christmas Deer","<p><strong>Christmas Deer</strong> is a made-to-order PLA print based on the MakerWorld model <em>christmas deer</em> by Tommy010204.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: christmas deer by Tommy010204 (@Tommy04), MakerWorld model 874194, license BY, source https://makerworld.com/en/models/874194-christmas-deer</p>","19.49","","/holiday-seasonal","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","19.49","","","","",""
"","","","19.49","","","","",""
"","","","19.49","","","","",""
"helmet-holder-skull-barber-1308106","Helmet Holder Skull Barber","<p><strong>Helmet Holder Skull Barber</strong> is a made-to-order PLA print based on the MakerWorld model <em>Helmet Holder Skull barber</em> by Zouzou Factory.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Helmet Holder Skull barber by Zouzou Factory (@ZouzouFactory), MakerWorld model 1308106, license BY-SA, source https://makerworld.com/en/models/1308106-helmet-holder-skull-barber</p>","23.99","","/holiday-seasonal","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","23.99","","","","",""
"","","","23.99","","","","",""
"","","","23.99","","","","",""
"delorean-back-to-the-future-reloaded-609912","Delorean - Back to the Future (RELOADED)","<p><strong>Delorean - Back To The Future (RELOADED)</strong> is a made-to-order PLA print based on the MakerWorld model <em>Delorean - Back to the Future (RELOADED)</em> by H2Jack Concepts.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Delorean - Back to the Future (RELOADED) by H2Jack Concepts (@micmey78), MakerWorld model 609912, license BY-SA, source https://makerworld.com/en/models/609912-delorean-back-to-the-future-reloaded</p>","17.99","","/general-3d-prints","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","17.99","","","","",""
"","","","17.99","","","","",""
"","","","17.99","","","","",""
"flexi-baby-dragon-lizard-234548","Flexi Baby Dragon Lizard","<p><strong>Flexi Baby Dragon Lizard</strong> is a made-to-order PLA print based on the MakerWorld model <em>Flexi Baby dragon lizard</em> by OrangeSs.</p><p>Useful as a practical desk, home, gift, or hobby accessory, it is printed after purchase in your selected color: Black, Yellow, White, Red. Each print is checked before shipping, with small layer lines normal for FDM 3D printing.</p><p>Made to order in the Bay Area. Processing time is typically 3-5 business days, and supply is unlimited because items are printed on demand.</p><p>Gallery images are MakerWorld creator images and/or rendered previews of the actual model, not photos of this exact made-to-order print.</p><p>Care: keep away from high heat, dishwashers, candles, and small children where parts may present a choking risk.</p><p>Attribution: Flexi Baby dragon lizard by OrangeSs (@OrangeSs), MakerWorld model 234548, license BY, source https://makerworld.com/en/models/234548-flexi-baby-dragon-lizard</p>","11.99","","/toys-figures","MakerWorld, Commercial-safe, Made to order, PLA, 3D print","No",""
"","","","11.99","","","","",""
"","","","11.99","","","","",""
"","","","11.99","","","","",""
